CustomerID,Recency,Frequency,Monetary,ProductDiversity,AvgOrderValue,PurchaseSpan,Tenure,Cluster,SegmentName
12487.0,366,1,285.29999999999995,2,285.29999999999995,0,366,1,Growth Potential
12490.0,14,10,3904.71,116,390.471,360,374,0,High-Value Loyalists
12492.0,39,1,380.0,21,380.0,0,39,4,At-Risk / Dormant
12494.0,1,3,518.77,27,172.92333333333332,210,212,2,Price-Sensitive Regulars
12495.0,276,1,277.4,16,277.4,0,276,1,Growth Potential
12496.0,256,2,54.09,10,27.045,0,256,1,Growth Potential
12497.0,36,2,5043.400000000001,29,2521.7000000000003,244,280,4,At-Risk / Dormant
12499.0,196,1,357.72,26,357.72,0,196,4,At-Risk / Dormant
12500.0,71,7,1499.39,60,214.19857142857146,238,309,2,Price-Sensitive Regulars
12503.0,220,1,896.0,1,896.0,0,220,4,At-Risk / Dormant
12504.0,53,2,261.0,7,130.5,179,232,1,Growth Potential
12505.0,44,1,787.2,41,787.2,0,44,4,At-Risk / Dormant
12507.0,220,1,455.25,27,455.25,0,220,4,At-Risk / Dormant
12510.0,95,5,2224.46,83,444.892,276,371,4,At-Risk / Dormant
12511.0,64,1,3084.02,190,3084.02,0,64,4,At-Risk / Dormant
12514.0,277,1,580.08,33,580.08,0,277,4,At-Risk / Dormant
12516.0,66,2,1102.56,37,551.28,168,235,4,At-Risk / Dormant
12519.0,112,1,349.7,21,349.7,0,112,4,At-Risk / Dormant
12523.0,10,12,2330.38,104,194.19833333333335,357,368,0,High-Value Loyalists
12524.0,24,9,5848.39,64,649.8211111111111,280,305,0,High-Value Loyalists
12525.0,134,3,883.73,55,294.57666666666665,149,283,4,At-Risk / Dormant
12527.0,130,2,386.8,13,193.4,34,165,1,Growth Potential
12529.0,164,1,316.48,21,316.48,0,164,4,At-Risk / Dormant
12530.0,51,5,1880.98,65,376.196,227,278,0,High-Value Loyalists
12531.0,322,1,1645.98,109,1645.98,0,322,4,At-Risk / Dormant
12533.0,263,2,1223.89,62,611.945,110,374,4,At-Risk / Dormant
12537.0,44,1,612.94,42,612.94,0,44,4,At-Risk / Dormant
12538.0,14,1,276.5,13,276.5,0,14,2,Price-Sensitive Regulars
12539.0,86,3,5618.400000000001,126,1872.8000000000002,265,352,0,High-Value Loyalists
12540.0,14,15,7670.25,170,511.35,353,368,0,High-Value Loyalists
12542.0,120,2,481.88,39,240.94,156,276,4,At-Risk / Dormant
12543.0,84,1,840.25,42,840.25,0,84,4,At-Risk / Dormant
12547.0,136,1,147.78,12,147.78,0,136,1,Growth Potential
12549.0,211,5,1570.68,37,314.136,121,333,4,At-Risk / Dormant
12553.0,21,2,826.47,38,413.235,37,59,2,Price-Sensitive Regulars
12554.0,84,1,384.5,25,384.5,0,84,4,At-Risk / Dormant
12555.0,318,1,129.23,1,129.23,0,318,1,Growth Potential
12557.0,7,4,6725.18,15,1681.295,351,358,0,High-Value Loyalists
12562.0,21,2,1041.18,32,520.59,49,71,4,At-Risk / Dormant
12563.0,44,1,221.24,12,221.24,0,44,1,Growth Potential
12567.0,3,7,3858.58,145,551.2257142857143,299,302,0,High-Value Loyalists
12568.0,280,1,52.0,4,52.0,0,280,1,Growth Potential
12570.0,318,1,77.52,1,77.52,0,318,1,Growth Potential
12573.0,17,4,556.87,83,139.2175,83,101,2,Price-Sensitive Regulars
12575.0,93,2,568.8199999999999,33,284.40999999999997,69,162,4,At-Risk / Dormant
12576.0,28,3,746.89,50,248.96333333333334,133,162,2,Price-Sensitive Regulars
12577.0,17,5,995.9499999999999,144,199.19,354,372,2,Price-Sensitive Regulars
12578.0,21,2,1623.94,52,811.97,58,79,4,At-Risk / Dormant
12580.0,212,1,583.1999999999999,33,583.1999999999999,0,212,4,At-Risk / Dormant
12582.0,58,2,1469.04,79,734.52,155,213,4,At-Risk / Dormant
12583.0,9,13,6590.0599999999995,86,506.92769230769227,359,369,0,High-Value Loyalists
12586.0,10,3,1865.73,76,621.91,348,359,0,High-Value Loyalists
12588.0,35,2,543.88,26,271.94,198,233,2,Price-Sensitive Regulars
12589.0,57,4,2720.23,98,680.0575,267,325,0,High-Value Loyalists
12591.0,26,2,759.3,37,379.65,18,44,2,Price-Sensitive Regulars
12592.0,155,2,1322.04,30,661.02,0,155,4,At-Risk / Dormant
12594.0,14,5,1681.89,59,336.37800000000004,267,282,0,High-Value Loyalists
12595.0,140,1,281.02,18,281.02,0,140,4,At-Risk / Dormant
12598.0,99,3,1385.01,68,461.67,185,284,4,At-Risk / Dormant
12599.0,17,6,1138.14,36,189.69000000000003,196,213,2,Price-Sensitive Regulars
12600.0,7,12,2137.88,31,178.15666666666667,360,368,0,High-Value Loyalists
12601.0,40,1,86.2,5,86.2,0,40,1,Growth Potential
12605.0,12,3,1124.95,62,374.98333333333335,81,94,2,Price-Sensitive Regulars
12606.0,318,1,21.0,1,21.0,0,318,1,Growth Potential
12608.0,40,1,415.79,16,415.79,0,40,4,At-Risk / Dormant
12609.0,10,6,2057.01,83,342.83500000000004,345,355,0,High-Value Loyalists
12613.0,24,5,3202.69,131,640.538,337,361,0,High-Value Loyalists
12615.0,49,4,3269.79,146,817.4475,217,267,0,High-Value Loyalists
12616.0,24,1,381.8,21,381.8,0,24,2,Price-Sensitive Regulars
12619.0,196,1,140.14,10,140.14,0,196,1,Growth Potential
12621.0,1,16,10114.14,162,632.13375,302,304,0,High-Value Loyalists
12623.0,52,6,3046.7400000000002,108,507.79,279,332,0,High-Value Loyalists
12625.0,145,2,2265.06,84,1132.53,87,232,4,At-Risk / Dormant
12629.0,21,2,1198.22,39,599.11,37,59,4,At-Risk / Dormant
12631.0,92,5,2841.07,105,568.214,237,329,0,High-Value Loyalists
12632.0,156,2,714.88,31,357.44,44,200,4,At-Risk / Dormant
12633.0,18,3,3226.18,181,1075.3933333333332,143,161,0,High-Value Loyalists
12634.0,184,1,360.0,19,360.0,0,184,4,At-Risk / Dormant
12635.0,28,2,1115.23,76,557.615,64,92,4,At-Risk / Dormant
12637.0,14,4,2318.41,162,579.6025,165,179,0,High-Value Loyalists
12638.0,275,1,169.8,8,169.8,0,275,1,Growth Potential
12639.0,70,2,706.27,38,353.135,193,263,4,At-Risk / Dormant
12643.0,21,5,4807.78,13,961.5559999999999,225,247,0,High-Value Loyalists
12644.0,66,3,1422.58,75,474.1933333333333,263,330,4,At-Risk / Dormant
12645.0,45,4,1584.1200000000001,71,396.03000000000003,259,304,4,At-Risk / Dormant
12647.0,3,26,11769.53,217,452.6742307692308,327,331,3,One-Time Seasonal
12648.0,73,3,738.95,31,246.3166666666667,263,337,4,At-Risk / Dormant
12649.0,18,5,1527.1399999999999,74,305.428,313,332,0,High-Value Loyalists
12651.0,14,3,263.75,21,87.91666666666667,86,101,2,Price-Sensitive Regulars
12652.0,70,1,97.05000000000001,3,97.05000000000001,0,70,1,Growth Potential
12653.0,162,1,1950.98,43,1950.98,0,162,4,At-Risk / Dormant
12655.0,59,1,243.35000000000002,15,243.35000000000002,0,59,1,Growth Potential
12656.0,61,3,2104.66,107,701.5533333333333,137,198,4,At-Risk / Dormant
12661.0,72,1,162.0,11,162.0,0,72,1,Growth Potential
12662.0,9,10,2830.2400000000002,93,283.024,244,253,0,High-Value Loyalists
12663.0,260,2,185.4,8,92.7,43,304,1,Growth Potential
12664.0,150,2,1028.16,3,514.08,212,362,4,At-Risk / Dormant
12665.0,53,2,214.6,12,107.3,251,305,1,Growth Potential
12666.0,30,1,1248.42,31,1248.42,0,30,4,At-Risk / Dormant
12668.0,14,5,6790.53,232,1358.106,298,313,0,High-Value Loyalists
12670.0,21,2,692.24,20,346.12,280,302,2,Price-Sensitive Regulars
12671.0,242,1,2622.48,44,2622.48,0,242,4,At-Risk / Dormant
12672.0,231,1,181.15,11,181.15,0,231,1,Growth Potential
12673.0,37,1,565.5,31,565.5,0,37,4,At-Risk / Dormant
12675.0,189,2,874.5,110,437.25,24,214,4,At-Risk / Dormant
12676.0,44,4,1241.7,46,310.425,74,119,2,Price-Sensitive Regulars
12677.0,191,2,359.1,12,179.55,111,302,1,Growth Potential
12678.0,11,6,16263.72,138,2710.62,325,337,0,High-Value Loyalists
12681.0,3,23,15532.74,340,675.3365217391304,358,362,3,One-Time Seasonal
12682.0,1,22,10665.69,209,484.8040909090909,373,374,3,One-Time Seasonal
12683.0,1,8,3788.21,142,473.52625,360,362,0,High-Value Loyalists
12686.0,7,1,71.14,6,71.14,0,7,1,Growth Potential
12687.0,116,1,1858.91,125,1858.91,0,116,4,At-Risk / Dormant
12691.0,56,1,116.6,6,116.6,0,56,1,Growth Potential
12692.0,273,1,110.95,13,110.95,0,273,1,Growth Potential
12693.0,32,3,703.11,34,234.37,126,158,2,Price-Sensitive Regulars
12694.0,57,1,901.68,45,901.68,0,57,4,At-Risk / Dormant
12695.0,164,3,789.02,27,263.00666666666666,137,301,4,At-Risk / Dormant
12696.0,70,2,731.91,42,365.955,74,144,4,At-Risk / Dormant
12698.0,226,1,285.75,15,285.75,0,226,4,At-Risk / Dormant
12699.0,53,1,566.11,40,566.11,0,53,4,At-Risk / Dormant
12701.0,165,4,1522.7,79,380.675,104,269,4,At-Risk / Dormant
12703.0,269,3,632.98,43,210.99333333333334,51,320,4,At-Risk / Dormant
12705.0,19,5,4731.81,195,946.3620000000001,150,169,0,High-Value Loyalists
12708.0,4,9,2295.19,79,255.0211111111111,353,357,0,High-Value Loyalists
12709.0,2,19,20816.82,151,1095.622105263158,363,366,0,High-Value Loyalists
12711.0,247,2,1213.05,55,606.525,65,312,4,At-Risk / Dormant
12712.0,1,10,2473.53,98,247.353,365,366,0,High-Value Loyalists
12714.0,24,7,8520.85,323,1217.2642857142857,347,371,3,One-Time Seasonal
12717.0,226,1,227.93,15,227.93,0,226,1,Growth Potential
12720.0,5,5,2190.94,128,438.188,137,142,0,High-Value Loyalists
12721.0,21,2,1248.95,72,624.475,86,107,4,At-Risk / Dormant
12724.0,19,3,1160.11,65,386.7033333333333,151,171,2,Price-Sensitive Regulars
12725.0,7,3,1906.76,91,635.5866666666667,213,220,0,High-Value Loyalists
12726.0,23,4,1279.5,29,319.875,237,260,2,Price-Sensitive Regulars
12727.0,78,3,1464.8300000000002,43,488.2766666666667,212,290,4,At-Risk / Dormant
12728.0,19,1,197.84,14,197.84,0,19,2,Price-Sensitive Regulars
12730.0,157,1,703.25,46,703.25,0,157,4,At-Risk / Dormant
12731.0,78,5,6879.8,72,1375.96,205,283,0,High-Value Loyalists
12733.0,25,3,2040.07,105,680.0233333333333,300,325,0,High-Value Loyalists
12734.0,10,2,493.25,12,246.625,17,28,2,Price-Sensitive Regulars
12738.0,8,1,137.35,10,137.35,0,8,2,Price-Sensitive Regulars
12739.0,30,1,1445.69,49,1445.69,0,30,4,At-Risk / Dormant
12741.0,169,1,236.07,15,236.07,0,169,1,Growth Potential
12742.0,261,1,1201.52,67,1201.52,0,261,4,At-Risk / Dormant
12744.0,95,4,4037.77,110,1009.4425,131,227,0,High-Value Loyalists
12745.0,122,3,925.41,21,308.46999999999997,195,318,4,At-Risk / Dormant
12746.0,176,1,254.55,17,254.55,0,176,1,Growth Potential
12747.0,5,16,5080.53,67,317.533125,363,368,0,High-Value Loyalists
12748.0,1,134,20264.48,1340,151.22746268656715,369,371,3,One-Time Seasonal
12749.0,35,4,2806.48,121,701.62,121,157,0,High-Value Loyalists
12751.0,80,1,268.27,61,268.27,0,80,4,At-Risk / Dormant
12755.0,1,10,5218.709999999999,31,521.8709999999999,327,329,0,High-Value Loyalists
12758.0,95,5,7111.650000000001,146,1422.3300000000002,278,374,0,High-Value Loyalists
12759.0,22,5,3207.3,150,641.46,349,371,0,High-Value Loyalists
12760.0,91,1,317.8,20,317.8,0,91,4,At-Risk / Dormant
12761.0,100,1,712.95,25,712.95,0,100,4,At-Risk / Dormant
12763.0,5,1,320.08,16,320.08,0,5,2,Price-Sensitive Regulars
12765.0,108,6,1299.58,48,216.59666666666666,169,277,2,Price-Sensitive Regulars
12766.0,2,3,2658.65,131,886.2166666666667,41,43,0,High-Value Loyalists
12767.0,11,1,949.82,43,949.82,0,11,4,At-Risk / Dormant
12768.0,86,1,168.69000000000003,10,168.69000000000003,0,86,1,Growth Potential
12770.0,92,1,1895.0,16,1895.0,0,92,4,At-Risk / Dormant
12771.0,121,1,226.3,14,226.3,0,121,1,Growth Potential
12773.0,200,1,124.25,6,124.25,0,200,1,Growth Potential
12774.0,171,1,83.7,5,83.7,0,171,1,Growth Potential
12775.0,24,2,270.08,12,135.04,21,45,2,Price-Sensitive Regulars
12776.0,303,1,27.5,3,27.5,0,303,1,Growth Potential
12777.0,93,1,519.45,26,519.45,0,93,4,At-Risk / Dormant
12778.0,32,3,848.45,54,282.81666666666666,206,238,2,Price-Sensitive Regulars
12779.0,7,7,2740.91,84,391.5585714285714,365,372,0,High-Value Loyalists
12780.0,234,1,322.4,19,322.4,0,234,4,At-Risk / Dormant
12782.0,10,6,1923.32,93,320.55333333333334,144,155,0,High-Value Loyalists
12784.0,165,1,1034.33,71,1034.33,0,165,4,At-Risk / Dormant
12785.0,171,2,648.45,35,324.225,195,367,4,At-Risk / Dormant
12786.0,245,1,668.5,17,668.5,0,245,4,At-Risk / Dormant
12787.0,49,1,380.52,23,380.52,0,49,4,At-Risk / Dormant
12788.0,99,4,384.9,19,96.225,65,164,1,Growth Potential
12789.0,148,2,148.5,1,74.25,181,329,1,Growth Potential
12790.0,46,1,251.92999999999998,15,251.92999999999998,0,46,1,Growth Potential
12791.0,9,5,656.83,15,131.366,250,260,2,Price-Sensitive Regulars
12792.0,170,1,370.47,21,370.47,0,170,4,At-Risk / Dormant
12793.0,7,2,387.85,22,193.925,30,37,2,Price-Sensitive Regulars
12796.0,264,1,351.0,6,351.0,0,264,4,At-Risk / Dormant
12797.0,1,2,468.08000000000004,26,234.04000000000002,58,60,2,Price-Sensitive Regulars
12798.0,57,1,1533.8899999999999,25,1533.8899999999999,0,57,4,At-Risk / Dormant
12799.0,165,1,219.35,15,219.35,0,165,1,Growth Potential
12800.0,106,2,500.25,30,250.125,206,312,4,At-Risk / Dormant
12801.0,136,1,871.82,49,871.82,0,136,4,At-Risk / Dormant
12802.0,80,4,1788.84,87,447.21,119,199,4,At-Risk / Dormant
12803.0,29,1,1017.81,54,1017.81,0,29,4,At-Risk / Dormant
12804.0,101,2,327.02,60,163.51,34,136,1,Growth Potential
12805.0,17,4,1230.95,43,307.7375,293,310,2,Price-Sensitive Regulars
12806.0,208,2,2558.96,56,1279.48,16,224,4,At-Risk / Dormant
12807.0,19,1,250.35,15,250.35,0,19,2,Price-Sensitive Regulars
12808.0,4,3,394.45,25,131.48333333333332,94,98,2,Price-Sensitive Regulars
12809.0,201,2,979.03,51,489.515,81,283,4,At-Risk / Dormant
12810.0,170,2,534.99,32,267.495,142,312,4,At-Risk / Dormant
12811.0,14,2,435.05,22,217.525,48,63,2,Price-Sensitive Regulars
12813.0,137,3,1621.8,36,540.6,191,329,4,At-Risk / Dormant
12817.0,35,2,444.94,15,222.47,34,70,2,Price-Sensitive Regulars
12819.0,94,1,540.52,19,540.52,0,94,4,At-Risk / Dormant
12820.0,33,7,1747.18,87,249.59714285714287,337,370,0,High-Value Loyalists
12821.0,247,1,128.07999999999998,7,128.07999999999998,0,247,1,Growth Potential
12823.0,30,13,4742.0,1,364.7692307692308,284,315,0,High-Value Loyalists
12825.0,157,2,518.63,20,259.315,120,277,4,At-Risk / Dormant
12826.0,1,6,1481.03,53,246.83833333333334,356,357,0,High-Value Loyalists
12829.0,186,1,92.30000000000001,8,92.30000000000001,0,186,1,Growth Potential
12831.0,99,2,236.06,13,118.03,0,99,1,Growth Potential
12835.0,63,41,6043.31,138,147.3978048780488,308,372,0,High-Value Loyalists
12836.0,25,11,3972.76,173,361.16,349,374,0,High-Value Loyalists
12837.0,205,1,554.31,73,554.31,0,205,4,At-Risk / Dormant
12838.0,9,9,2715.35,177,301.7055555555555,219,228,0,High-Value Loyalists
12839.0,3,13,4480.31,112,344.6392307692308,365,368,0,High-Value Loyalists
12840.0,73,3,1315.2,57,438.40000000000003,237,310,4,At-Risk / Dormant
12841.0,5,17,3518.33,154,206.96058823529413,149,155,0,High-Value Loyalists
12842.0,40,2,799.0,13,399.5,333,373,4,At-Risk / Dormant
12843.0,18,20,4764.66,74,238.233,344,362,0,High-Value Loyalists
12844.0,78,2,322.64,43,161.32,151,229,1,Growth Potential
12846.0,318,1,15.58,1,15.58,0,318,1,Growth Potential
12847.0,23,1,765.36,34,765.36,0,23,4,At-Risk / Dormant
12848.0,311,1,208.0,16,208.0,0,311,1,Growth Potential
12849.0,17,4,2030.82,79,507.705,209,227,0,High-Value Loyalists
12850.0,81,1,330.0,2,330.0,0,81,4,At-Risk / Dormant
12851.0,113,1,148.95,30,148.95,0,113,1,Growth Potential
12853.0,63,5,1950.4,58,390.08000000000004,245,308,0,High-Value Loyalists
12854.0,197,4,1669.52,120,417.38,167,364,4,At-Risk / Dormant
12855.0,8,4,612.84,65,153.21,29,38,2,Price-Sensitive Regulars
12857.0,72,4,2581.6,46,645.4,247,319,4,At-Risk / Dormant
12858.0,19,1,177.92,36,177.92,0,19,2,Price-Sensitive Regulars
12859.0,94,1,575.1,21,575.1,0,94,4,At-Risk / Dormant
12860.0,329,1,55.47,16,55.47,0,329,1,Growth Potential
12861.0,255,1,68.25,4,68.25,0,255,1,Growth Potential
12862.0,61,2,1008.3199999999999,119,504.15999999999997,69,131,4,At-Risk / Dormant
12863.0,15,5,2271.35,23,454.27,210,225,0,High-Value Loyalists
12864.0,144,1,152.45,4,152.45,0,144,1,Growth Potential
12865.0,14,2,1755.24,93,877.62,98,112,0,High-Value Loyalists
12866.0,110,2,593.23,33,296.615,28,138,4,At-Risk / Dormant
12867.0,33,6,3876.47,260,646.0783333333333,325,359,0,High-Value Loyalists
12868.0,9,3,640.0,30,213.33333333333334,19,28,2,Price-Sensitive Regulars
12869.0,317,1,337.66999999999996,35,337.66999999999996,0,317,4,At-Risk / Dormant
12870.0,11,3,1676.95,85,558.9833333333333,248,260,0,High-Value Loyalists
12871.0,75,1,363.38,7,363.38,0,75,4,At-Risk / Dormant
12872.0,1,11,3085.52,204,280.5018181818182,370,371,0,High-Value Loyalists
12873.0,33,2,1653.3,30,826.65,284,317,4,At-Risk / Dormant
12874.0,21,2,873.42,43,436.71,169,190,2,Price-Sensitive Regulars
12875.0,107,3,1013.76,2,337.92,226,333,4,At-Risk / Dormant
12876.0,30,2,1698.77,69,849.385,195,226,4,At-Risk / Dormant
12877.0,37,8,1419.4,76,177.425,289,326,0,High-Value Loyalists
12880.0,17,2,640.13,32,320.065,192,210,2,Price-Sensitive Regulars
12887.0,19,1,222.4,13,222.4,0,19,2,Price-Sensitive Regulars
12889.0,17,4,385.46000000000004,25,96.36500000000001,121,138,2,Price-Sensitive Regulars
12890.0,23,1,336.8,56,336.8,0,23,2,Price-Sensitive Regulars
12891.0,94,8,509.5,2,63.6875,201,295,1,Growth Potential
12892.0,32,1,263.38,18,263.38,0,32,2,Price-Sensitive Regulars
12894.0,211,1,157.35,21,157.35,0,211,1,Growth Potential
12897.0,17,2,297.75,9,148.875,162,179,2,Price-Sensitive Regulars
12898.0,99,2,310.96000000000004,27,155.48000000000002,195,295,1,Growth Potential
12899.0,49,1,366.4,17,366.4,0,49,4,At-Risk / Dormant
12900.0,58,1,340.33,13,340.33,0,58,4,At-Risk / Dormant
12903.0,64,1,833.53,41,833.53,0,64,4,At-Risk / Dormant
12905.0,212,2,1018.42,52,509.21,105,318,4,At-Risk / Dormant
12907.0,31,2,508.91,23,254.455,98,130,2,Price-Sensitive Regulars
12908.0,16,3,1026.0,1,342.0,249,266,2,Price-Sensitive Regulars
12909.0,60,3,924.52,49,308.17333333333335,228,289,4,At-Risk / Dormant
12910.0,15,5,2721.48,38,544.296,241,257,0,High-Value Loyalists
12911.0,187,1,1680.47,220,1680.47,0,187,4,At-Risk / Dormant
12913.0,4,9,4217.2300000000005,26,468.58111111111117,370,374,0,High-Value Loyalists
12914.0,36,1,223.98,9,223.98,0,36,1,Growth Potential
12915.0,8,3,811.1,40,270.3666666666667,216,225,2,Price-Sensitive Regulars
12916.0,78,3,1647.87,51,549.29,242,320,4,At-Risk / Dormant
